subject,sessionIndex,rep,H.period,DD.period.x,UD.period.x,H.x,DD.x.a,UD.x.a,H.a,DD.a.t,UD.a.t,H.t,DD.t.1,UD.t.1,H.1,DD.1.7,UD.1.7,H.7,DD.7.p,UD.7.p,H.p,DD.p.a,UD.p.a,H.a,DD.a.d,UD.a.d,H.d,DD.d.n,UD.d.n,H.n,DD.n.Return,UD.n.Return,H.Return
subject0,1,21,0.1125121117,0.4893891811,0.3768770695,0.0980718136,0.1426339149,0.0445621014,0.1426270008,0.4899699688,0.347342968,0.0882430077,0.241079092,0.1528360844,0.1220970154,0.5335810184,0.4114840031,0.0781569481,0.9555358887,0.8773789406,0.1187820435,0.2269260883,0.1081440449,0.1434569359,0.2777040005,0.1342470646,0.122535944,0.4575028419,0.334966898,0.1062521935,1.0508852005,0.9446330071,0.1326289177
subject0,1,22,0.1226038933,0.6189079285,0.4963040352,0.097424984,0.1621768475,0.0647518635,0.1587290764,0.396777153,0.2380480766,0.097632885,0.4383058548,0.3406729698,0.1274762154,0.3558712006,0.2283949852,0.0838398933,0.5262789726,0.4424390793,0.1184048653,0.1136579514,-0.0047469139,0.1819210052,0.2025918961,0.0206708908,0.1378941536,0.4112241268,0.2733299732,0.0869250298,0.8402569294,0.7533318996,0.1523001194
subject0,1,23,0.1185348034,0.4751369953,0.3566021919,0.1029758453,0.1475257874,0.044549942,0.1719491482,0.4557800293,0.2838308811,0.0931410789,0.8684179783,0.7752768993,0.1375951767,0.7583291531,0.6207339764,0.0868940353,0.5070040226,0.4201099873,0.1257829666,0.1552858353,0.0295028687,0.1674220562,0.2476921082,0.080270052,0.1305470467,0.4168879986,0.2863409519,0.0971200466,0.8129410744,0.7158210278,0.1385178566
subject0,1,24,0.1267678738,1.695691824,1.5689239502,0.0985481739,0.157433033,0.0588848591,0.1728630066,0.3885350227,0.2156720161,0.0817351341,0.5509700775,0.4692349434,0.1177530289,0.4546599388,0.3369069099,0.0936419964,0.5078940392,0.4142520428,0.1174390316,0.2053580284,0.0879189968,0.1796979904,0.2181129456,0.0384149551,0.137540102,0.4950220585,0.3574819565,0.0879440308,0.6036069393,0.5156629086,0.1326239109
subject0,1,25,0.1158208847,0.621917963,0.5060970783,0.0935180187,0.1594541073,0.0659360886,0.152684927,0.3623600006,0.2096750736,0.0924417973,0.2990529537,0.2066111565,0.1234509945,0.5552749634,0.4318239689,0.1024880409,0.5644199848,0.4619319439,0.113286972,0.1475660801,0.034279108,0.1772859097,0.2043268681,0.0270409584,0.1369659901,0.5937380791,0.456772089,0.0994310379,1.4761340618,1.3767030239,0.143501997
subject0,2,1,0.1188971996,0.5733721256,0.454474926,0.1075570583,0.1586890221,0.0511319637,0.1553750038,0.3269629478,0.171587944,0.0944910049,0.296143055,0.20165205,0.1302368641,0.3877708912,0.2575340271,0.0876891613,0.5254261494,0.4377369881,0.104736805,0.1499450207,0.0452082157,0.1710889339,0.2008919716,0.0298030376,0.1327819824,0.3667459488,0.2339639664,0.0812220573,0.4935069084,0.4122848511,0.1321451664
subject0,2,2,0.1223528385,0.8979399204,0.7755870819,0.1074559689,0.1504678726,0.0430119038,0.1560151577,0.3450372219,0.1890220642,0.0956180096,0.4306428432,0.3350248337,0.1172420979,0.3110721111,0.1938300133,0.0876829624,0.4812369347,0.3935539722,0.092386961,0.1021039486,0.0097169876,0.1923799515,0.1852240562,-0.0071558952,0.1428461075,0.5202710629,0.3774249554,0.0862689018,0.3643958569,0.278126955,0.1222231388
subject0,2,3,0.115087986,0.6360461712,0.5209581852,0.0926179886,0.1571669579,0.0645489693,0.1520888805,0.354487896,0.2023990154,0.0961079597,0.2778420448,0.1817340851,0.1275069714,0.5874741077,0.4599671364,0.0841050148,0.5419578552,0.4578528404,0.0881941319,0.1664140224,0.0782198906,0.1644990444,0.2186179161,0.0541188717,0.1175100803,0.4417791367,0.3242690563,0.0916938782,0.5023288727,0.4106349945,0.13758111
subject0,2,4,0.1302089691,1.8028919697,1.6726830006,0.088283062,0.1530380249,0.0647549629,0.152369976,0.322010994,0.1696410179,0.0875899792,0.3052999973,0.2177100182,0.1318221092,0.5396521091,0.4078299999,0.0871589184,0.6285159588,0.5413570404,0.0932300091,0.1724429131,0.079212904,0.1726682186,0.2083861828,0.0357179642,0.1380908489,0.5731198788,0.4350290298,0.0985770226,0.352492094,0.2539150715,0.0914099216
subject0,2,5,0.1278719902,0.5301120281,0.4022400379,0.092884779,0.147163868,0.054279089,0.1522760391,0.4909539223,0.3386778831,0.0874350071,0.3782930374,0.2908580303,0.127464056,0.5746760368,0.4472119808,0.0821950436,0.5659921169,0.4837970734,0.0876688957,0.1490588188,0.0613899231,0.1804900169,0.1750171185,-0.0054728985,0.138215065,0.3866100311,0.2483949661,0.0981709957,0.3674650192,0.2692940235,0.0913779736
subject0,2,6,0.0916070938,0.6126301289,0.521023035,0.0977339745,0.1767389774,0.079005003,0.1472909451,0.4358298779,0.2885389328,0.0867831707,0.3619120121,0.2751288414,0.128015995,0.3186721802,0.1906561852,0.0880320072,0.5211009979,0.4330689907,0.0923838615,0.1518678665,0.059484005,0.1929860115,0.2132041454,0.0202181339,0.1387689114,0.6131780148,0.4744091034,0.0982120037,0.3830928802,0.2848808765,0.0956449509
subject0,2,7,0.09085989,0.5618269444,0.4709670544,0.0927300453,0.1676959991,0.0749659538,0.1579661369,0.2431709766,0.0852048397,0.0874409676,0.335340023,0.2478990555,0.1056251526,0.6530029774,0.5473778248,0.0925090313,0.5812911987,0.4887821674,0.0962588787,0.1795229912,0.0832641125,0.1680059433,0.1878910065,0.0198850632,0.1291079521,0.552492857,0.4233849049,0.0862529278,0.3957130909,0.3094601631,0.0906329155
subject0,2,8,0.0925989151,0.4796459675,0.3870470524,0.0895130634,0.1399030685,0.0503900051,0.1646299362,0.2944297791,0.1297998428,0.0889670849,0.3004930019,0.2115259171,0.1231310368,0.3602380753,0.2371070385,0.0939791203,0.50908494,0.4151058197,0.0866281986,0.1463019848,0.0596737862,0.2160260677,0.1977171898,-0.0183088779,0.117027998,0.7370419502,0.6200139523,0.0953409672,1.0581970215,0.9628560543,0.1319689751
subject0,2,9,0.122066021,0.4892270565,0.3671610355,0.1026108265,0.1720209122,0.0694100857,0.1527450085,0.4460270405,0.293282032,0.0878009796,0.532063961,0.4442629814,0.1182539463,0.6176970005,0.4994430542,0.088791132,1.6882240772,1.5994329453,0.1136288643,1.3215279579,1.2078990936,0.1555008888,0.2756109238,0.1201100349,0.116918087,0.5099439621,0.3930258751,0.097132206,0.3202571869,0.2231249809,0.0835688114
subject0,2,10,0.122040987,1.2055819035,1.0835409164,0.0980300903,0.16843009,0.0703999996,0.1525819302,0.3064520359,0.1538701057,0.0935719013,1.3781878948,1.2846159935,0.1377360821,0.761272192,0.6235361099,0.0948929787,0.9616129398,0.8667199612,0.1024889946,0.117276907,0.0147879124,0.1721730232,0.2273459435,0.0551729202,0.1277441978,0.3711659908,0.243421793,0.0940852165,0.3365080357,0.2424228191,0.0874400139
subject0,2,11,0.1278190613,1.023720026,0.8959009647,0.107022047,0.1555509567,0.0485289097,0.1618201733,0.3450810909,0.1832609177,0.0935878754,2.0713319778,1.9777441025,0.1249790192,0.1996591091,0.07468009,0.0890679359,0.4540958405,0.3650279045,0.0989899635,0.1138920784,0.0149021149,0.1989049912,0.1862940788,-0.0126109123,0.1269178391,0.3262138367,0.1992959976,0.0924589634,1.0631220341,0.9706630707,0.132199049
subject0,2,12,0.0974929333,0.5192430019,0.4217500687,0.0930359364,0.1320910454,0.039055109,0.1596980095,0.3075408936,0.1478428841,0.090626955,0.2258770466,0.1352500916,0.1281979084,0.3711280823,0.2429301739,0.0983998775,0.48721385,0.3888139725,0.0926980972,0.1418411732,0.0491430759,0.228074789,0.1675059795,-0.0605688095,0.1182558537,0.5158929825,0.3976371288,0.0902769566,0.3604679108,0.2701909542,0.0938191414
subject0,2,13,0.093132019,0.4267427921,0.3336107731,0.1025481224,0.1612432003,0.0586950779,0.1634159088,0.2479708195,0.0845549107,0.0986411572,0.2661139965,0.1674728394,0.1377019882,0.4250411987,0.2873392105,0.0927448273,0.4822177887,0.3894729614,0.0864729881,0.1618402004,0.0753672123,0.2273328304,0.188477993,-0.0388548374,0.1221549511,0.4589519501,0.336796999,0.0963709354,0.3412890434,0.244918108,0.0980978012
subject0,2,14,0.0896010399,0.5898549557,0.5002539158,0.0931141376,0.1676740646,0.074559927,0.1614029408,0.3020589352,0.1406559944,0.0899400711,0.2648999691,0.174959898,0.1230361462,0.4947140217,0.3716778755,0.0830051899,0.5060989857,0.4230937958,0.0837390423,0.1481750011,0.0644359589,0.2245090008,0.2521941662,0.0276851654,0.1221978664,0.6775519848,0.5553541183,0.093556881,0.3658668995,0.2723100185,0.0931050777
subject0,2,15,0.0949039459,0.6027359962,0.5078320503,0.1021859646,0.1419630051,0.0397770405,0.1533279419,0.5789790154,0.4256510735,0.0885279179,0.2913339138,0.2028059959,0.1322178841,0.5046908855,0.3724730015,0.0924510956,0.6582641602,0.5658130646,0.0936748981,0.1565890312,0.0629141331,0.2293279171,0.170224905,-0.0591030121,0.1130099297,0.3869290352,0.2739191055,0.097728014,0.3350498676,0.2373218536,0.0985031128
subject0,2,16,0.0876829624,0.7562777996,0.6685948372,0.0938510895,0.1639461517,0.0700950623,0.151818037,0.2467279434,0.0949099064,0.0883860588,0.3996911049,0.3113050461,0.117415905,0.4451107979,0.3276948929,0.0881500244,0.5252490044,0.43709898,0.0989420414,0.142275095,0.0433330536,0.1925859451,0.1638760567,-0.0287098885,0.1191599369,0.6296629906,0.5105030537,0.0924818516,0.3500390053,0.2575571537,0.0928080082
subject0,2,17,0.0984988213,0.4567317963,0.358232975,0.1058180332,0.1895420551,0.0837240219,0.1540420055,0.23843503,0.0843930244,0.0929961205,1.2550311089,1.1620349884,0.1182618141,0.312019825,0.1937580109,0.0908601284,0.4857201576,0.3948600292,0.0930199623,0.13478899,0.0417690277,0.1949648857,0.2346718311,0.0397069454,0.1042881012,0.5453240871,0.4410359859,0.1024680138,0.3956170082,0.2931489944,0.1030249596
subject0,2,18,0.0934638977,0.6524150372,0.5589511395,0.1030070782,0.177836895,0.0748298168,0.1475930214,0.3179459572,0.1703529358,0.089744091,0.4278800488,0.3381359577,0.1227509975,0.2637331486,0.140982151,0.0917890072,0.8773338795,0.7855448723,0.0957150459,0.1349079609,0.039192915,0.1818320751,0.1730070114,-0.0088250637,0.1430180073,0.3974320889,0.2544140816,0.0977320671,0.3340349197,0.2363028526,0.0945551395
subject0,2,19,0.0910699368,0.6558480263,0.5647780895,0.1008989811,0.153192997,0.0522940159,0.1564819813,0.2450928688,0.0886108875,0.1030490398,3.6499180794,3.5468690395,0.1332118511,0.8360350132,0.7028231621,0.0954108238,0.4420659542,0.3466551304,0.107213974,0.1419599056,0.0347459316,0.2221281528,0.1788580418,-0.0432701111,0.1471679211,0.5147879124,0.3676199913,0.1034080982,0.3254461288,0.2220380306,0.1337270737
subject0,2,20,0.1110520363,0.4954481125,0.3843960762,0.1055099964,0.1823699474,0.076859951,0.1557378769,0.7539100647,0.5981721878,0.0914969444,0.273873806,0.1823768616,0.1333611012,0.3950171471,0.2616560459,0.0885128975,0.5169048309,0.4283919334,0.117565155,0.1122210026,-0.0053441525,0.2096571922,0.2376492023,0.0279920101,0.1343460083,0.4257659912,0.2914199829,0.0889139175,0.3399138451,0.2509999275,0.119120121
subject0,2,21,0.1178219318,0.4863049984,0.3684830666,0.0922739506,0.1460599899,0.0537860394,0.1476519108,0.5992219448,0.451570034,0.0918550491,0.3021740913,0.2103190422,0.1244699955,0.3720588684,0.2475888729,0.0826940536,0.555202961,0.4725089073,0.1038980484,0.1088809967,0.0049829483,0.2263371944,0.1846370697,-0.0417001247,0.1403510571,0.3952701092,0.2549190521,0.0910518169,0.3248829842,0.2338311672,0.0875079632
subject0,2,22,0.1069271564,0.417317152,0.3103899956,0.0956788063,0.1249959469,0.0293171406,0.1572799683,0.3524639606,0.1951839924,0.0920579433,0.6359829903,0.5439250469,0.1181910038,0.350869894,0.2326788902,0.0890431404,0.4620661736,0.3730230331,0.0958738327,0.1068069935,0.0109331608,0.1875739098,0.1696288586,-0.0179450512,0.14270401,0.4263401031,0.2836360931,0.1075589657,0.3144118786,0.2068529129,0.0931901932
subject0,2,23,0.0982210636,0.7225899696,0.624368906,0.092705965,0.1429381371,0.050232172,0.1580359936,0.436205864,0.2781698704,0.0913801193,1.0885591507,0.9971790314,0.1301679611,0.4227788448,0.2926108837,0.0840339661,0.5662469864,0.4822130203,0.1011500359,0.1112020016,0.0100519657,0.1873810291,0.163834095,-0.0235469341,0.1378009319,0.5048139095,0.3670129776,0.0964901447,0.9097020626,0.8132119179,0.1319611073
subject0,2,24,0.1174221039,0.4618909359,0.344468832,0.1011121273,0.1257460117,0.0246338844,0.1628730297,0.3415720463,0.1786990166,0.0934400558,0.9682340622,0.8747940063,0.1328918934,0.4357578754,0.3028659821,0.088419199,0.5664710999,0.4780519009,0.1057400703,0.1212060452,0.0154659748,0.1923439503,0.2522468567,0.0599029064,0.1132090092,0.40883708,0.2956280708,0.0955030918,1.3362910748,1.2407879829,0.1236350536
subject0,2,25,0.1089658737,0.5648419857,0.455876112,0.0971689224,0.1420378685,0.0448689461,0.1576910019,0.4013659954,0.2436749935,0.0930621624,0.9379072189,0.8448450565,0.1277167797,0.3115558624,0.1838390827,0.0791640282,0.5167639256,0.4375998974,0.1074922085,0.1170911789,0.0095989704,0.2132418156,0.2090518475,-0.0041899681,0.1414480209,0.4148180485,0.2733700275,0.0923650265,1.2657239437,1.1733589172,0.1430971622
subject0,3,1,0.1158781052,0.8062679768,0.6903898716,0.083545208,0.1236271858,0.0400819778,0.1378719807,0.3852689266,0.247396946,0.089482069,0.3837759495,0.2942938805,0.1280469894,0.3155341148,0.1874871254,0.0892839432,0.5798299313,0.4905459881,0.0897538662,0.208147049,0.1183931828,0.1317558289,0.2687129974,0.1369571686,0.1029748917,0.4542899132,0.3513150215,0.0913131237,0.5638611317,0.472548008,0.1256678104
subject0,3,2,0.0972588062,0.5380678177,0.4408090115,0.0947701931,0.164659977,0.0698897839,0.1483030319,0.3690361977,0.2207331657,0.0924389362,0.4083518982,0.315912962,0.1234109402,0.6566150188,0.5332040787,0.0896289349,0.5815980434,0.4919691086,0.1057138443,0.145072937,0.0393590927,0.1483590603,0.2545440197,0.1061849594,0.1172039509,0.4931740761,0.3759701252,0.1046738625,0.522701025,0.4180271626,0.1226799488
subject0,3,3,0.1009750366,0.5111780167,0.41020298,0.1009390354,0.1755390167,0.0745999813,0.1593379974,0.4133899212,0.2540519238,0.0961050987,0.318748951,0.2226438522,0.1277761459,0.5056970119,0.377920866,0.088062048,0.5480909348,0.4600288868,0.0918791294,0.126303196,0.0344240665,0.1631758213,0.2285709381,0.0653951168,0.1182639599,0.4238729477,0.3056089878,0.0962269306,0.4551310539,0.3589041233,0.1211240292
subject0,3,4,0.1169118881,0.4672720432,0.3503601551,0.0914468765,0.1486508846,0.0572040081,0.1591761112,0.3625340462,0.203357935,0.084731102,0.3321659565,0.2474348545,0.1281709671,0.4185450077,0.2903740406,0.10070014,1.3568339348,1.2561337948,0.0873830318,0.2381880283,0.1508049965,0.1527740955,0.2819731236,0.129199028,0.1193609238,0.4130380154,0.2936770916,0.0876278877,1.221077919,1.1334500313,0.1271131039
subject0,3,5,0.0906591415,0.4580831528,0.3674240112,0.0980348587,0.1588020325,0.0607671738,0.15188694,0.4296369553,0.2777500153,0.089001894,0.238090992,0.149089098,0.1210410595,0.7681670189,0.6471259594,0.0989658833,0.6635859013,0.564620018,0.0869209766,0.2481150627,0.1611940861,0.1713910103,0.2039899826,0.0325989723,0.1343729496,0.4295320511,0.2951591015,0.0904958248,0.4261949062,0.3356990814,0.0980870724
subject0,3,6,0.0909221172,0.4732019901,0.3822798729,0.1077721119,0.1631801128,0.0554080009,0.178383112,0.3632810116,0.1848978996,0.0919489861,0.2371399403,0.1451909542,0.1417369843,0.4953820705,0.3536450863,0.0868349075,0.5126729012,0.4258379936,0.0929410458,0.1345791817,0.0416381359,0.1843137741,0.3041779995,0.1198642254,0.1232907772,0.4045619965,0.2812712193,0.1032309532,0.408744812,0.3055138588,0.0872001648
subject0,3,7,0.1064689159,0.4645309448,0.3580620289,0.0964419842,0.1771929264,0.0807509422,0.1686120033,0.3078670502,0.1392550468,0.1034219265,0.2857620716,0.1823401451,0.1368229389,0.4800519943,0.3432290554,0.0946888924,0.5602710247,0.4655821323,0.0910038948,0.128980875,0.0379769802,0.1788930893,0.1845469475,0.0056538582,0.1390891075,0.3630840778,0.2239949703,0.1036250591,0.463078022,0.3594529629,0.1135618687
subject0,3,8,0.0955979824,0.5050039291,0.4094059467,0.0952699184,0.1799330711,0.0846631527,0.1635780334,0.3131790161,0.1496009827,0.0965199471,0.2763669491,0.179847002,0.1333329678,0.5473980904,0.4140651226,0.0819628239,0.5499868393,0.4680240154,0.0977380276,0.1488831043,0.0511450768,0.1679060459,0.2870988846,0.1191928387,0.1278221607,0.5541520119,0.4263298512,0.0846040249,0.4138770103,0.3292729855,0.0963051319
subject0,3,9,0.1038730145,0.4662761688,0.3624031544,0.1082148552,0.1523478031,0.0441329479,0.1681981087,0.3233990669,0.1552009583,0.097536087,0.2771360874,0.1796000004,0.1456868649,0.580591917,0.4349050522,0.0944581032,0.6544799805,0.5600218773,0.1022319794,0.1519041061,0.0496721268,0.1797089577,0.2628560066,0.083147049,0.1314809322,0.5336239338,0.4021430016,0.1051371098,0.4951689243,0.3900318146,0.129445076
subject0,3,10,0.1004319191,0.5963718891,0.49593997,0.1047329903,0.2048220634,0.1000890732,0.1639740467,0.2947459221,0.1307718754,0.1016941071,0.3082439899,0.2065498829,0.1472861767,0.3790030479,0.2317168713,0.0926411152,0.5303449631,0.4377038479,0.1090600491,0.1434121132,0.0343520641,0.1827979088,0.223115921,0.0403180122,0.1287140846,0.4803631306,0.3516490459,0.0939869881,0.440101862,0.3461148739,0.1078000069
